Origin,Destin,FltNum,DepDate,BookedLoad,analystName,TgtLoad,bookedPlf,actualbookedPlf,Variance,endOfDayTgtLoad,currentLoadFactor,currentTgtLoad,bookingToday,bookingLastHour,hardAnchorFare,strategyFare,lastSellingFare,profileFare,lastSevenAvgFare,upsell,anchorFare,OpenRBD,SellingFare,Channel,HowDetermined,RunId,MktFare_Min,AirlineCode_Min,FlightNumber_Min,MktFare_Max,AirlineCode_Max,FlightNumber_Max,criteria,fareOffset,TimeRange,startTime,endTime,Backstop,autoBackstop,StrategyReference,dlfBand,endOfDaydlfBand,ndoBand,overBookingCount,recommendedActions,allocationStatus,status,w0Flag
BOM,DEL,4107,08/01/2023,156.0,test,144.42,89.65517241379311,89.65517241379311,3.32923006346052,165.29999999999998,86.32594235033258,150.2071396895787,10,5,NA,4310.0,930.0,NA,NA,NA,NA,NA,NA,B2B,Pre10_0_3_C_NA,Test12345,4300,6E,6E-6082,10000,6E,6E-5187,MIN,0,TR,00:00,23:59,0.0,NA,Strategy_8,0,3,0,0.0,NO action required,1,Normal AU allocation-profileFare skipped,0
BOM,DEL,4107,08/02/2023,80.0,test,133.98,45.97701149425287,45.97701149425287,-31.24858850574711,144.42,77.22559999999999,134.37254399999998,10,5,NA,4474.0,1020.0,NA,NA,NA,4274.0,V9,4474.0,B2C,Unable to Match Mkt - B2C allocation at extreme value,Test12345,3800,SG,SG-8191,10000,UK,UK-950,MIN,-2,FR,00:00,23:59,,NA,Strategy_8,0,0,1,0.0,Pull prices DOWN,1,Normal AU allocation-profileFare NA,0
BOM,DEL,4107,08/02/2023,80.0,test,133.98,45.97701149425287,45.97701149425287,-31.24858850574711,144.42,77.22559999999999,134.37254399999998,10,5,NA,4310.0,4735.0,NA,NA,NA,4310.0,Z3,4310.0,B2B,Pre10_0_0_B_AllocationY_StrategyFare_UpsellN,Test12345,4729,6E,6E-2111,5100,SG,SG-158,MIN,-2,FR,00:00,23:59,,NA,Strategy_8,0,0,1,0.0,NO action required,1,Normal AU allocation-profileFare NA,0
BOM,DEL,4107,08/02/2023,80.0,test,133.98,45.97701149425287,45.97701149425287,-31.24858850574711,144.42,77.22559999999999,134.37254399999998,10,5,NA,4474.0,1020.0,NA,NA,NA,4274.0,V9,4474.0,B2C,Unable to Match Mkt - B2C allocation at extreme value,Test12345,3800,SG,SG-8191,10000,UK,UK-950,MIN,-2,FR,00:00,23:59,,NA,Strategy_8,0,0,1,0.0,Pull prices DOWN,1,Normal AU allocation,0
BOM,DEL,4107,08/02/2023,80.0,test,133.98,45.97701149425287,45.97701149425287,-31.24858850574711,144.42,77.22559999999999,134.37254399999998,10,5,NA,4310.0,4735.0,NA,NA,NA,4310.0,Z3,4310.0,B2B,Pre10_0_0_B_AllocationY_StrategyFare_UpsellN,Test12345,4729,6E,6E-2111,5100,SG,SG-158,MIN,-2,FR,00:00,23:59,,NA,Strategy_8,0,0,1,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,4107,08/02/2023,80.0,test,133.98,45.97701149425287,45.97701149425287,-31.24858850574711,144.42,77.22559999999999,134.37254399999998,10,5,NA,4474.0,1020.0,NA,NA,NA,4274.0,V9,4474.0,B2C,Unable to Match Mkt - B2C allocation at extreme value,Test12345,3800,SG,SG-8191,10000,UK,UK-950,MIN,-2,FR,00:00,23:59,,NA,Strategy_8,0,0,1,0.0,Pull prices DOWN,1,Normal AU allocation,0
BOM,DEL,4107,08/02/2023,80.0,test,133.98,45.97701149425287,45.97701149425287,-31.24858850574711,144.42,77.22559999999999,134.37254399999998,10,5,NA,4310.0,4735.0,NA,NA,NA,4310.0,Z3,4310.0,B2B,Pre10_0_0_B_AllocationY_StrategyFare_UpsellN,Test12345,4729,6E,6E-2111,5100,SG,SG-158,MIN,-2,FR,00:00,23:59,,NA,Strategy_8,0,0,1,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,4107,08/23/2023,60.0,test,53.94,34.48275862068966,34.48275862068966,3.482758620689656,55.68,31.0461,54.020213999999996,10,5,NA,4764.0,2050.0,6149.000000000001,NA,0,4099.5,V9,4474.0,B2C,Unable to Match Mkt - B2C allocation at extreme value,Test12345,4754,6E,6E-825,7495,UK,UK-930,MIN,0,AR,07:00,22:00,0.0,NA,Strategy_8,6,3,5,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,4107,08/23/2023,60.0,test,53.94,34.48275862068966,34.48275862068966,3.482758620689656,55.68,31.0461,54.020213999999996,10,5,NA,4961.0,1360.0,NA,NA,NA,NA,NA,NA,B2B,Pre10_6_3_C_NA,Test12345,4693,SG,SG-8191,6309,UK,UK-930,MIN,0,AR,07:00,22:00,4300.0,NA,Strategy_8,6,3,5,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,4107,08/23/2023,60.0,test,53.94,34.48275862068966,34.48275862068966,3.482758620689656,55.68,31.0461,54.020213999999996,10,5,NA,4764.0,2050.0,NA,NA,0,3407.0,V9,4474.0,B2C,Unable to Match Mkt - B2C allocation at extreme value,Test12345,4754,6E,6E-825,7495,UK,UK-930,MIN,0,AR,07:00,22:00,0.0,NA,Strategy_8,6,3,5,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,4107,08/23/2023,60.0,test,53.94,34.48275862068966,34.48275862068966,3.482758620689656,55.68,31.0461,54.020213999999996,10,5,NA,4961.0,1360.0,NA,NA,NA,NA,NA,NA,B2B,Pre10_6_3_C_NA,Test12345,4693,SG,SG-8191,6309,UK,UK-930,MIN,0,AR,07:00,22:00,4300.0,NA,Strategy_8,6,3,5,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,4107,08/23/2023,60.0,test,53.94,34.48275862068966,34.48275862068966,3.482758620689656,55.68,31.0461,54.020213999999996,10,5,NA,4764.0,2050.0,6149.000000000001,NA,0,4099.5,V9,4474.0,B2C,Unable to Match Mkt - B2C allocation at extreme value,Test12345,4754,6E,6E-825,7495,UK,UK-930,MIN,0,AR,07:00,22:00,0.0,NA,Strategy_8,6,3,5,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,4107,08/23/2023,60.0,test,53.94,34.48275862068966,34.48275862068966,3.482758620689656,55.68,31.0461,54.020213999999996,10,5,NA,4961.0,1360.0,NA,NA,NA,NA,NA,NA,B2B,Pre10_6_3_C_NA,Test12345,4693,SG,SG-8191,6309,UK,UK-930,MIN,0,AR,07:00,22:00,4300.0,NA,Strategy_8,6,3,5,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,4124,08/11/2023,130.0,test,78.3,74.71264367816092,74.71264367816092,29.07744367816092,81.78,45.6352,79.405248,10,5,6000,10373.0,NA,NA,NA,0,6000.0,T2,6074.0,B2C,Post10_5_6_A_AllocationY_harAnchorfare_UpsellN,Test12345,4754,6E,6E-5187,8650,UK,UK-910,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,5,6,4,0.0,NO action required,1,Normal AU allocation-profileFare skipped,0
BOM,DEL,4124,08/11/2023,130.0,test,78.3,74.71264367816092,74.71264367816092,29.07744367816092,81.78,45.6352,79.405248,10,5,NA,NA,2840.0,NA,NA,6000,NA,NA,NA,B2B,Post10_5_6_C_NA,Test12345,4693,SG,SG-8191,8318,UK,UK-910,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,5,6,4,0.0,Push prices UP,1,Normal AU allocation-profileFare skipped,0
BOM,DEL,4125,08/11/2023,130.0,test,78.3,74.71264367816092,74.71264367816092,29.07744367816092,81.78,45.6352,79.405248,10,5,9000,10373.0,NA,NA,NA,0,9000.0,Q7,9375.0,B2C,Post10_5_6_A_AllocationY_harAnchorfare_UpsellN,Test12345,4754,6E,6E-5187,8650,UK,UK-910,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,5,6,4,0.0,NO action required,1,Normal AU allocation-profileFare skipped,0
BOM,DEL,4125,08/11/2023,130.0,test,78.3,74.71264367816092,74.71264367816092,29.07744367816092,81.78,45.6352,79.405248,10,5,NA,NA,2840.0,NA,NA,9000,NA,NA,NA,B2B,Post10_5_6_C_NA,Test12345,4693,SG,SG-8191,8318,UK,UK-910,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,5,6,4,0.0,Push prices UP,1,Normal AU allocation-profileFare skipped,0
BOM,DEL,4126,08/11/2023,130.0,test,78.3,74.71264367816092,74.71264367816092,29.07744367816092,81.78,45.6352,79.405248,10,5,13874.0,10373.0,NA,NA,NA,0,10373.0,Q5,10373.0,B2C,Post10_5_6_A_AllocationY_Startegy_fare_UpsellN,Test12345,4754,6E,6E-5187,8650,UK,UK-910,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,5,6,4,0.0,NO action required,1,Normal AU allocation-profileFare skipped,0
BOM,DEL,4126,08/11/2023,130.0,test,78.3,74.71264367816092,74.71264367816092,29.07744367816092,81.78,45.6352,79.405248,10,5,NA,NA,2840.0,NA,NA,NA,NA,NA,NA,B2B,Post10_5_6_C_NA,Test12345,4693,SG,SG-8191,8318,UK,UK-910,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,5,6,4,0.0,Push prices UP,1,Normal AU allocation-profileFare skipped,0
BOM,DEL,4128,08/02/2023,92.0,test,133.98,52.87356321839081,52.87356321839081,-29.047636781609178,144.42,81.92119999999998,142.54288799999998,10,0,13000,13374.0,NA,NA,NA,NA,13000.0,Q,13374.0,B2C,Post10_0_0_B_AllocationY_hardanchorfare_UpsellN,Test12345,3800,SG,SG-8191,10000,UK,UK-950,MIN,-2,FR,00:00,23:59,13000.0,NA,Strategy_1,0,0,1,0.0,Revise Backstop,1,Normal AU allocation,0
BOM,DEL,4128,08/02/2023,92.0,test,133.98,52.87356321839081,52.87356321839081,-29.047636781609178,144.42,81.92119999999998,142.54288799999998,10,0,13000,4310.0,NA,NA,NA,NA,4310.0,Z3,4310.0,B2B,Post10_0_0_B_AllocationY_StrategyFare_UpsellN,Test12345,4729,6E,6E-2111,5100,SG,SG-158,MIN,-2,FR,00:00,23:59,0.0,NA,Strategy_1,0,0,1,0.0,NO action required,1,Normal AU allocation,0
BOM,JAI,4203,08/01/2023,10.0,test,144.42,5.747126436781609,5.747126436781609,-83.9571826271114,165.29999999999998,89.704309063893,156.08549777117383,10,5,NA,5877.0,8020.0,NA,6000,NA,5877.0,V3,5877.0,B2C,Pre10_3_0_B_AllocationY_StrategyFare_UpsellN_last7bkgsAvg,Test12345,0,Market Fare not found,Market Fare not found,0,Market Fare not found,Market Fare not found,MIN,-2,FR,00:00,23:59,0.0,NA,Strategy_8,3,0,0,0.0,Pull prices DOWN,1,Normal AU allocation,0
BOM,JAI,4203,08/01/2023,10.0,test,144.42,5.747126436781609,5.747126436781609,-83.9571826271114,165.29999999999998,89.704309063893,156.08549777117383,10,5,NA,5910.0,3480.0,NA,NA,NA,5427.0,ZJ,5910.0,B2B,Unable to Match Mkt - B2B allocation at extreme value,Test12345,0,Market Fare not found,Market Fare not found,0,Market Fare not found,Market Fare not found,MIN,-2,FR,00:00,23:59,0.0,NA,Strategy_8,3,0,0,0.0,Pull prices DOWN,1,Normal AU allocation,0
BOM,JAI,4203,08/02/2023,156.0,test,133.98,89.65517241379311,89.65517241379311,12.396572413793116,144.42,77.25859999999999,134.42996399999998,10,5,NA,5345.0,8020.0,NA,5000,401.0,8421.0,R7,8491.0,B2C,Pre10_1_5_A_AllocationY_last_sold_fare_UpsellY_last7bkgsAvg,Test12345,0,Market Fare not found,Market Fare not found,0,Market Fare not found,Market Fare not found,MINO,3,FR,00:00,23:59,0.0,NA,Strategy_8,1,5,1,0.0,NO action required,1,Normal AU allocation-profileFare skipped,0
BOM,JAI,4203,08/02/2023,156.0,test,133.98,89.65517241379311,89.65517241379311,12.396572413793116,144.42,77.25859999999999,134.42996399999998,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,B2B,B2B Market Data NA - Skipping allocation,Test12345,0,Market Fare not found,Market Fare not found,0,Market Fare not found,Market Fare not found,MINO,3,FR,00:00,23:59,0.0,NA,Strategy_8,1,5,1,0.0,NO action required,0,Normal AU allocation-profileFare skipped,0
BOM,JAI,4203,08/03/2023,80.0,test,125.28,45.97701149425287,45.97701149425287,-26.253488505747136,133.98,72.2305,125.68107,10,5,NA,5345.0,1020.0,NA,4000,NA,5145.0,V9,5345.0,B2C,Unable to Match Mkt - B2C allocation at extreme value,Test12345,0,Market Fare not found,Market Fare not found,0,Market Fare not found,Market Fare not found,MIN,-2,FR,00:00,23:59,,NA,Strategy_8,0,0,2,0.0,Pull prices DOWN,1,Normal AU allocation-profileFare NA,0
BOM,JAI,4203,08/03/2023,80.0,test,125.28,45.97701149425287,45.97701149425287,-26.253488505747136,133.98,72.2305,125.68107,10,5,NA,5910.0,4735.0,NA,NA,NA,4895.0,ZJ,5910.0,B2B,Unable to Match Mkt - B2B allocation at extreme value,Test12345,0,Market Fare not found,Market Fare not found,0,Market Fare not found,Market Fare not found,MIN,-2,FR,00:00,23:59,,NA,Strategy_8,0,0,2,0.0,Pull prices DOWN,1,Normal AU allocation-profileFare NA,0
BOM,JAI,4203,08/04/2023,113.0,test,118.32000000000001,64.9425287356322,64.9425287356322,-4.327871264367811,125.28,69.2704,120.530496,10,5,NA,5345.0,1020.0,NA,3000,NA,5145.0,V9,5345.0,B2C,Unable to Match Mkt - B2C allocation at extreme value,Test12345,0,Market Fare not found,Market Fare not found,0,Market Fare not found,Market Fare not found,MIN,-1,AR,07:00,22:00,,NA,Strategy_8,0,2,3,0.0,NO action required,1,Normal AU allocation,0
BOM,JAI,4203,08/04/2023,113.0,test,118.32000000000001,64.9425287356322,64.9425287356322,-4.327871264367811,125.28,69.2704,120.530496,10,5,NA,5910.0,4735.0,NA,NA,NA,5095.0,ZJ,5910.0,B2B,Unable to Match Mkt - B2B allocation at extreme value,Test12345,0,Market Fare not found,Market Fare not found,0,Market Fare not found,Market Fare not found,MIN,-1,AR,07:00,22:00,,NA,Strategy_8,0,2,3,0.0,NO action required,1,Normal AU allocation,0
BOM,JAI,4203,08/05/2023,60.0,test,111.36,34.48275862068966,34.48275862068966,-30.787641379310347,118.32000000000001,65.27040000000001,113.570496,10,5,NA,5345.0,1020.0,NA,2000,NA,5145.0,V9,5345.0,B2C,Unable to Match Mkt - B2C allocation at extreme value,Test12345,0,Market Fare not found,Market Fare not found,0,Market Fare not found,Market Fare not found,MIN,-2,AR,07:00,22:00,,NA,Strategy_8,1,0,3,0.0,Pull prices DOWN,1,Normal AU allocation,0
BOM,JAI,4203,08/05/2023,60.0,test,111.36,34.48275862068966,34.48275862068966,-30.787641379310347,118.32000000000001,65.27040000000001,113.570496,10,5,NA,5910.0,4735.0,NA,NA,NA,4895.0,ZJ,5910.0,B2B,Unable to Match Mkt - B2B allocation at extreme value,Test12345,0,Market Fare not found,Market Fare not found,0,Market Fare not found,Market Fare not found,MIN,-2,AR,07:00,22:00,,NA,Strategy_8,1,0,3,0.0,Pull prices DOWN,1,Normal AU allocation,0
BOM,JAI,4203,08/06/2023,130.0,test,104.39999999999999,74.71264367816092,74.71264367816092,13.442243678160914,111.36,61.2704,106.610496,10,5,NA,5345.0,1020.0,NA,1000,0,3182.5,V9,5345.0,B2C,Unable to Match Mkt - B2C allocation at extreme value,Test12345,0,Market Fare not found,Market Fare not found,0,Market Fare not found,Market Fare not found,MINO,3,FR,00:00,23:59,0.0,NA,Strategy_8,1,5,3,0.0,NO action required,1,Normal AU allocation-profileFare NA,0
BOM,JAI,4203,08/06/2023,130.0,test,104.39999999999999,74.71264367816092,74.71264367816092,13.442243678160914,111.36,61.2704,106.610496,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,B2B,B2B Market Data NA - Skipping allocation,Test12345,0,Market Fare not found,Market Fare not found,0,Market Fare not found,Market Fare not found,MINO,3,FR,00:00,23:59,4300.0,NA,Strategy_8,1,5,3,0.0,Revise Backstop,0,Normal AU allocation-profileFare NA,0
BOM,DEL,4203,08/03/2023,80.0,test,125.28,45.97701149425287,45.97701149425287,-28.886988505747134,133.98,74.864,130.26336,10,5,NA,4665.0,30.0,6003.0,NA,NA,4665.0,V0,4715.0,B2C,Matched and allocated - Backstop Hit,Test12345,4755,SG,SG-8191,7495,UK,UK-930,MIN,-2,FR,00:00,23:59,4700.0,NA,Strategy_3,6,0,2,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,4203,08/03/2023,80.0,test,125.28,45.97701149425287,45.97701149425287,-28.886988505747134,133.98,74.864,130.26336,10,5,NA,4310.0,10.0,6003.0,NA,NA,4310.0,Z3,4310.0,B2B,Post10_6_0_B_AllocationY_Interpollated_Max_own_fare_UpsellN,Test12345,4693,SG,SG-8191,6528,UK,UK-910,MIN,-2,FR,00:00,23:59,4000.0,NA,Strategy_3,6,0,2,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,4203,08/04/2023,173.0,test,118.32000000000001,99.42528735632183,99.42528735632183,28.891287356321826,125.28,70.534,122.72916000000001,10,5,NA,9875.0,2050.0,NA,NA,0,9875.0,Q6,9875.0,B2C,Post10_1_6_A_AllocationY_TolerenceHit_Upsold_Last_sold_fare_UpsellN,Test12345,4755,SG,SG-710,8492,UK,UK-988,MAXO,3,FR,00:00,23:59,5800.0,NA,Strategy_4,1,6,3,0.0,Revise Backstop,1,Normal AU allocation-profileFare NA,0
BOM,DEL,4203,08/04/2023,173.0,test,118.32000000000001,99.42528735632183,99.42528735632183,28.891287356321826,125.28,70.534,122.72916000000001,10,5,NA,NA,1360.0,NA,NA,NA,NA,NA,NA,B2B,Post10_1_6_C_NA,Test12345,4693,SG,SG-710,6528,UK,UK-910,MAXO,3,FR,00:00,23:59,2800.0,NA,Strategy_4,1,6,3,0.0,Push prices UP,1,Normal AU allocation-profileFare NA,0
BOM,DEL,4203,08/05/2023,100.0,test,111.36,57.47126436781609,57.47126436781609,-9.313535632183923,118.32000000000001,66.7848,116.20555200000001,10,5,NA,6524.0,1750.0,7809.0,NA,NA,6524.0,R9,6524.0,B2C,Post10_1_1_B_AllocationY_Interpollated_Max_own_fare_UpsellN,Test12345,4754,6E,6E-5008,6697,UK,UK-994,MAXO,-2,AR,07:00,22:00,4000.0,NA,Strategy_5,1,1,3,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,4203,08/05/2023,100.0,test,111.36,57.47126436781609,57.47126436781609,-9.313535632183923,118.32000000000001,66.7848,116.20555200000001,10,5,NA,NA,1000.0,NA,NA,NA,6513,NA,NA,B2B,Market Fare higher than Z0 levels - skipping B2B allocation,Test12345,4693,SG,SG-158,6513,6E,6E-2398,MAXO,-2,AR,07:00,22:00,2100.0,NA,Strategy_5,1,1,3,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,4203,08/06/2023,97.0,test,104.39999999999999,55.74712643678161,55.74712643678161,-7.287273563218388,111.36,63.034400000000005,109.679856,10,5,NA,4715.0,8020.0,NA,NA,NA,4715.0,V0,4715.0,B2C,Post10_6_2_B_AllocationY_StrategyFare_UpsellN,Test12345,4754,6E,6E-2139,7442,UK,UK-902,MIN,-1,AR,07:00,22:00,8900.0,4704.0,Strategy_1,6,2,3,0.0,Revise Backstop,1,Normal AU allocation-profileFare skipped,0
BOM,DEL,4203,08/06/2023,97.0,test,104.39999999999999,55.74712643678161,55.74712643678161,-7.287273563218388,111.36,63.034400000000005,109.679856,10,5,NA,4610.0,3480.0,NA,NA,NA,4610.0,Z2,4610.0,B2B,Post10_6_2_B_AllocationY_Interpollated_Max_own_fare_UpsellN,Test12345,4693,SG,SG-8191,6528,UK,UK-952,MIN,-1,AR,07:00,22:00,4500.0,NA,Strategy_1,6,2,3,0.0,NO action required,1,Normal AU allocation-profileFare skipped,0
BOM,DEL,4213,08/03/2023,97.0,test,125.28,55.74712643678161,55.74712643678161,-20.353873563218382,133.98,76.101,132.41574,10,5,NA,4665.0,8020.0,NA,NA,NA,4665.0,Q1,12374.0,B2C,Matched and allocated - Backstop Hit,Test12345,4754,6E,6E-2056,7495,UK,UK-930,MIN,-2,FR,00:00,23:59,12000.0,NA,Strategy_8,5,0,2,0.0,Revise Backstop,1,Normal AU allocation,0
BOM,DEL,4213,08/03/2023,97.0,test,125.28,55.74712643678161,55.74712643678161,-20.353873563218382,133.98,76.101,132.41574,10,5,NA,4310.0,3480.0,NA,NA,NA,4010.0,Z4,4060.0,B2B,Post10_5_0_B_AllocationY_Interpollated_Max_own_fare_UpsellN,Test12345,4693,SG,SG-8191,6528,UK,UK-910,MIN,-2,FR,00:00,23:59,0.0,NA,Strategy_8,5,0,2,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,4217,08/04/2023,150.0,test,118.32000000000001,86.20689655172413,86.20689655172413,15.672896551724126,125.28,70.534,122.72916000000001,10,5,9000,13374.0,2050.0,NA,NA,0,9000.0,Q7,9375.0,B2C,Post10_1_6_A_AllocationY_harAnchorfare_UpsellN,Test12345,4754,6E,6E-2326,8492,UK,UK-986,MAX,10,FR,00:00,23:59,8900.0,NA,Strategy_9,1,6,3,0.0,Revise Backstop,1,Normal AU allocation-profileFare NA,0
BOM,DEL,4217,08/04/2023,150.0,test,118.32000000000001,86.20689655172413,86.20689655172413,15.672896551724126,125.28,70.534,122.72916000000001,10,5,NA,NA,1360.0,NA,NA,9000,NA,NA,NA,B2B,Post10_1_6_C_NA,Test12345,4693,SG,SG-710,8165,UK,UK-986,MAX,10,FR,00:00,23:59,4500.0,NA,Strategy_9,1,6,3,0.0,Push prices UP,1,Normal AU allocation-profileFare NA,0
BOM,DEL,4217,08/05/2023,105.0,test,111.36,60.3448275862069,60.3448275862069,-6.439972413793116,118.32000000000001,66.7848,116.20555200000001,10,5,10000,10873.0,1750.0,8936.0,NA,NA,9533.0,Q6,9875.0,B2C,Post10_1_2_B_AllocationY_interpolated_lastSold_Profile_fare_UpsellN_ToleranceHit,Test12345,4754,6E,6E-2051,7284,AI,AI-816,MAX,10,AR,07:00,22:00,2500.0,NA,Strategy_9,1,2,3,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,4217,08/05/2023,105.0,test,111.36,60.3448275862069,60.3448275862069,-6.439972413793116,118.32000000000001,66.7848,116.20555200000001,10,5,NA,NA,1000.0,NA,NA,10000,6528,NA,NA,B2B,Market Fare higher than Z0 levels - skipping B2B allocation,Test12345,4693,SG,SG-158,6528,UK,UK-952,MAX,10,AR,07:00,22:00,0.0,NA,Strategy_9,1,2,3,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,4220,08/20/2023,85.0,test,59.160000000000004,48.85057471264368,48.85057471264368,14.277774712643682,60.9,34.5728,60.156672,5,1,NA,9875.0,NA,NA,NA,0,9875.0,Q6,9875.0,B2C,Post10_6_5_A_AllocationY_Startegy_fare_UpsellN,Test12345,4755,SG,SG-710,8545,UK,UK-944,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,6,5,5,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,4220,08/20/2023,85.0,test,59.160000000000004,48.85057471264368,48.85057471264368,14.277774712643682,60.9,34.5728,60.156672,5,1,NA,NA,2840.0,NA,NA,NA,NA,NA,NA,B2B,Post10_6_5_C_NA,Test12345,4693,SG,SG-8191,8216,UK,UK-944,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,6,5,5,0.0,Push prices UP,1,AU allocation based on quartiles,0
BOM,DEL,4220,08/21/2023,60.0,test,57.42,34.48275862068966,34.48275862068966,0.8492586206896524,59.160000000000004,33.633500000000005,58.522290000000005,5,1,NA,10373.0,NA,NA,NA,0,10373.0,Q5,10373.0,B2C,Post10_6_3_A_AllocationY_Startegy_fare_UpsellN,Test12345,4754,6E,6E-5008,7179,6E,6E-825,MAX,10,AR,07:00,22:00,0.0,NA,Strategy_9,6,3,5,0.0,NO action required,1,Normal AU allocation-profileFare NA,0
BOM,DEL,4220,08/21/2023,60.0,test,57.42,34.48275862068966,34.48275862068966,0.8492586206896524,59.160000000000004,33.633500000000005,58.522290000000005,5,1,NA,NA,2840.0,NA,NA,NA,NA,NA,NA,B2B,Post10_6_3_C_NA,Test12345,4693,SG,SG-158,7140,6E,6E-825,MAX,10,AR,07:00,22:00,0.0,NA,Strategy_9,6,3,5,0.0,NO action required,1,Normal AU allocation-profileFare NA,0
BOM,DEL,4220,08/22/2023,111.0,test,55.68,63.793103448275865,63.793103448275865,31.09690344827587,57.42,32.6962,56.891388,5,1,4764.0,7223.0,NA,NA,NA,0,4764.0,U9,4764.0,B2C,Post10_6_6_A_AllocationY_harAnchorfare_UpsellN,Test12345,4754,6E,6E-2111,6592,UK,UK-960,MAXO,3,FR,00:00,23:59,0.0,NA,Strategy_4,6,6,5,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,4220,08/22/2023,111.0,test,55.68,63.793103448275865,63.793103448275865,31.09690344827587,57.42,32.6962,56.891388,5,1,NA,NA,13000.0,NA,NA,4961.0,NA,NA,NA,B2B,Post10_6_6_C_NA,Test12345,4693,SG,SG-8191,8216,UK,UK-930,MAXO,3,FR,00:00,23:59,0.0,NA,Strategy_4,6,6,5,0.0,Push prices UP,1,Normal AU allocation,0
BOM,DEL,4220,08/23/2023,90.0,test,53.94,51.724137931034484,51.724137931034484,20.724137931034484,55.68,31.758599999999998,55.259964,5,1,NA,8325.0,NA,5592.3661816,NA,0,6958.6830908,Y,28674.0,B2C,Matched and allocated - Backstop Hit,Test12345,4754,6E,6E-2111,7495,UK,UK-930,MAX,3,FR,00:00,23:59,40000.0,NA,Strategy_1,6,6,5,0.0,Revise Backstop,1,Normal AU allocation,0
BOM,DEL,4220,08/23/2023,90.0,test,53.94,51.724137931034484,51.724137931034484,20.724137931034484,55.68,31.758599999999998,55.259964,5,1,NA,NA,3480.0,NA,NA,NA,NA,NA,NA,B2B,B2B allocation zero Backtop higher,Test12345,4693,SG,SG-8191,6309,UK,UK-930,MAX,3,FR,00:00,23:59,10000.0,NA,Strategy_1,6,6,5,0.0,Revise Backstop,1,Normal AU allocation,0
BOM,DEL,4220,08/24/2023,4.0,test,52.199999999999996,2.2988505747126435,2.2988505747126435,-27.70114942528735,53.94,30.820199999999996,53.627148,5,1,5774.0,4665.0,NA,4935.6,NA,NA,4665.0,V1,4665.0,B2C,Post10_6_0_B_AllocationY_StrategyFare_UpsellN,Test12345,4754,6E,6E-2398,6592,UK,UK-930,MIN,-2,AR,07:00,22:00,0.0,NA,Strategy_1,6,0,5,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,4220,08/24/2023,4.0,test,52.199999999999996,2.2988505747126435,2.2988505747126435,-27.70114942528735,53.94,30.820199999999996,53.627148,5,1,4961.0,4310.0,NA,4935.6,NA,NA,4310.0,Z3,4310.0,B2B,Post10_6_0_B_AllocationY_StrategyFare_UpsellN,Test12345,4693,SG,SG-8191,6309,UK,UK-970,MIN,-2,AR,07:00,22:00,0.0,NA,Strategy_1,6,0,5,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,5102,09/11/2023,50.0,test,33.840000066,28.735632183908045,28.735632183908045,9.287356283908045,34.56000006,19.762179345659998,34.3861920614484,5,5,3500,8325.0,NA,5675.0,NA,0,3500.0,V9,4474.0,B2C,Unable to Match Mkt - B2C allocation at extreme value,Test12345,4754,6E,6E-2111,6298,I5,I5-773,MAX,10,FR,00:00,23:59,0.0,NA,Strategy_9,6,4,6,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,5102,09/11/2023,50.0,test,33.840000066,28.735632183908045,28.735632183908045,9.287356283908045,34.56000006,19.762179345659998,34.3861920614484,5,5,NA,NA,1000.0,NA,NA,3500,NA,NA,NA,B2B,Post10_6_4_C_NA,Test12345,4693,SG,SG-8191,5709,AI,AI-888,MAX,10,FR,00:00,23:59,0.0,NA,Strategy_9,6,4,6,0.0,NO action required,1,AU allocation based on quartiles,0
